;c_procedure_1;c_procedure_katalog_1;mapped_katalog;number_of_mappings;number_of_upsamplings;matchable_code
5204;5-059.03;OPS 2006;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];82.0;2.0;5-059.
5205;5-061.1;ops_v20;['OPS', 'OPS', 'OPS', 'OPS'];4.0;1.0;5-061.
5206;5-071.10;ICPM;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];19.0;2.0;5-071.
5207;5-071.11;OPS 2004;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];19.0;2.0;5-071.
5208;5-071.31;OPS 2004;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];19.0;2.0;5-071.
5209;5-071.32;ICPM;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];19.0;2.0;5-071.
5210;5-072.y2;ICPM;['OPS'];1.0;1.0;5-072.y
5211;5-086.10;ICPM;['OPS'];1.0;1.0;5-086.1
5212;5-086.11;ICPM;['OPS'];1.0;1.0;5-086.1
5213;5-091.2y;ops_v21;['OPS', 'OPS', 'OPS'];3.0;1.0;5-091.2
5214;5-091.3y;ops_v20;['OPS', 'OPS', 'OPS'];3.0;1.0;5-091.3
5215;5-100.05;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];70.0;4.0;05. Okt
5216;5-101.1;ICPM;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];70.0;3.0;05. Okt
5217;5-102.04;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];70.0;4.0;05. Okt
5218;5-102.05;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];70.0;4.0;05. Okt
5219;5-103.1y;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];70.0;4.0;05. Okt
5220;5-109.y;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];70.0;3.0;05. Okt
5221;5-143.01;OPS 2005;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];18.0;1.0;5-143.0
5222;5-144.0;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];91.0;1.0;5-144.
5223;5-144.00;ICPM;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];91.0;2.0;5-144.
5224;5-144.1;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];91.0;1.0;5-144.
5225;5-144.13;OPS 2004;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];91.0;2.0;5-144.
5226;5-144.42;OPS 2006;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];18.0;1.0;5-144.4
5227;5-144.x1;ops_v20;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];18.0;1.0;5-144.x
5228;5-144.x4;ops_v20;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];18.0;1.0;5-144.x
5229;5-144.xy;ops_v20;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];18.0;1.0;5-144.x
5230;5-145.03;ops_v20;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];18.0;1.0;5-145.0
5231;5-145.13;OPS 2004;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];18.0;1.0;5-145.1
5232;5-145.23;ops_v20;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];18.0;1.0;5-145.2
5233;5-145.x1;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];18.0;1.0;5-145.x
5234;5-146.01;OPS 2006;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];18.0;1.0;5-146.0
5235;5-146.02;OPS 2004;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];18.0;1.0;5-146.0
5236;5-146.03;OPS 2006;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];18.0;1.0;5-146.0
5237;5-146.14;ops_v20;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];18.0;1.0;5-146.1
5238;5-158.2y;ops_v20;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];9.0;1.0;5-158.2
5239;5-169.0y;ops_v20;['OPS', 'OPS', 'OPS', 'OPS', 'OPS'];5.0;1.0;5-169.0
5240;5-181.41;ICPM;['OPS'];1.0;1.0;5-181.4
5241;5-181.43;ICPM;['OPS'];1.0;1.0;5-181.4
5242;5-191.0;ICPM;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];58.0;3.0;Mai 19
5243;5-193.1;OPS 2004;['OPS'];1.0;2.0;5-193
5244;5-193.y;ops_v21;['OPS'];1.0;2.0;5-193
5245;5-194.01;ICPM;['OPS'];1.0;1.0;5-194.0
5246;5-195.1;OPS 2005;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];26.0;1.0;5-195.
5247;5-195.1;ops_v20;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];26.0;1.0;5-195.
5248;5-195.60;OPS 2005;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];26.0;2.0;5-195.
5249;5-195.y0;ICPM;['OPS'];1.0;1.0;5-195.y
5250;5-196;OPS 2005;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];58.0;1.0;Mai 19
5251;5-199.1;ops_v21;['OPS'];1.0;2.0;5-199
5252;5-200.3;ops_v21;['OPS', 'OPS', 'OPS'];3.0;1.0;5-200.
5253;5-200.y0;ICPM;['OPS'];1.0;1.0;5-200.y
5254;5-202.4;OPS 2004;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];6.0;1.0;5-202.
5255;5-203.2;ops_v20;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];9.0;1.0;5-203.
5256;5-203.5;OPS 2005;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];9.0;1.0;5-203.
5257;5-209.22;OPS 2006;['OPS', 'OPS', 'OPS', 'OPS', 'OPS'];5.0;1.0;5-209.2
5258;5-211.12;ICPM;['OPS', 'OPS', 'OPS'];3.0;1.0;5-211.1
5259;5-214.11;ICPM;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];12.0;2.0;5-214.
5260;5-214.2;OPS 2004;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];12.0;1.0;5-214.
5261;5-215.31;ops_v20;['OPS'];1.0;1.0;5-215.3
5262;5-216.10;ICPM;['OPS'];1.0;1.0;5-216.1
5263;5-218.1y;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS'];5.0;1.0;5-218.1
5264;5-218.2y;ops_v20;['OPS', 'OPS', 'OPS', 'OPS', 'OPS'];5.0;1.0;5-218.2
5265;5-218.2y;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS'];5.0;1.0;5-218.2
5266;5-221.01;ops_v20;['OPS'];1.0;1.0;5-221.0
5267;5-221.30;OPS 2004;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];7.0;2.0;5-221.
5268;5-221.40;OPS 2004;['OPS'];1.0;1.0;5-221.4
5269;5-221.41;OPS 2004;['OPS'];1.0;1.0;5-221.4
5270;5-223.4;ops_v20;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];10.0;1.0;5-223.
5271;5-224.6y;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];7.0;1.0;5-224.6
5272;5-229.1;OPS 2007;['OPS'];1.0;2.0;5-229
5273;5-229.1;ops_v21;['OPS'];1.0;2.0;5-229
5274;5-229.x0;ICPM;['OPS'];1.0;3.0;5-229
5275;5-235.21;ICPM;['OPS'];1.0;1.0;5-235.2
5276;5-235.23;ICPM;['OPS'];1.0;1.0;5-235.2
5277;5-235.y4;ICPM;['OPS'];1.0;1.0;5-235.y
5278;5-237.23;ICPM;['OPS', 'OPS', 'OPS', 'OPS'];4.0;1.0;5-237.2
5279;5-250.42;ICPM;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];13.0;2.0;5-250.
5280;5-253.14;ICPM;['OPS'];1.0;1.0;5-253.1
5281;5-263.20;ICPM;['OPS'];1.0;1.0;5-263.2
5282;5-272.3x;ICPM;['OPS'];1.0;1.0;5-272.3
5283;5-275.6;ops_v20;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];11.0;1.0;5-275.
5284;5-276.2;OPS 2004;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];8.0;1.0;5-276.
5285;5-280.20;ICPM;['OPS'];1.0;1.0;5-280.2
5286;5-292.10;OPS 2006;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];10.0;2.0;5-292.
5287;5-292.21;OPS 2005;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];10.0;2.0;5-292.
5288;5-292.22;ICPM;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];10.0;2.0;5-292.
5289;5-292.22;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];10.0;2.0;5-292.
5290;5-292.2x;OPS 2006;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];10.0;2.0;5-292.
5291;5-315.50;ICPM;['OPS'];1.0;1.0;5-315.5
5292;5-316.10;ICPM;['OPS'];1.0;1.0;5-316.1
5293;5-316.12;ICPM;['OPS'];1.0;1.0;5-316.1
5294;5-319.10;ICPM;['OPS', 'OPS', 'OPS', 'OPS', 'OPS'];5.0;1.0;5-319.1
5295;5-319.1y;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS'];5.0;1.0;5-319.1
5296;5-319.5;OPS 2004;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];20.0;1.0;5-319.
5297;5-322.03;OPS 2004;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];68.0;2.0;5-322.
5298;5-322.21;ops_v21;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];68.0;2.0;5-322.
5299;5-322.22;ops_v20;['OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS', 'OPS'];68.0;2.0;5-322.
